ID,カテゴリ,雑種・品種,科番号APG,APG番号::科和名APG,APG番号::科学名APG,和名,採用学名,自生,固有
7976,1,,373,シソ科,Lamiaceae/Labiatae,アカボシタツナミソウ,Scutellaria rubropunctata Hayata var. rubropunctata,自生,
7977,1,,373,シソ科,Lamiaceae/Labiatae,ヤクシマナミキ,Scutellaria rubropunctata Hayata var. yakusimensis (Masam.) Yahara,自生,
7979,1,,373,シソ科,Lamiaceae/Labiatae,ケミヤマナミキ,Scutellaria shikokiana Makino var. pubicaulis (Ohwi) Kitam.,自生,固有
7980,1,,373,シソ科,Lamiaceae/Labiatae,ミヤマナミキ,Scutellaria shikokiana Makino var. shikokiana,自生,固有
7981,1,,373,シソ科,Lamiaceae/Labiatae,ナミキソウ,Scutellaria strigillosa Hemsl.,自生,
7982,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナナミキソウ,Scutellaria strigillosa Hemsl. f. albiflora Kawano,自生,
7983,3,f,373,シソ科,Lamiaceae/Labiatae,ケナミキソウ,Scutellaria strigillosa Hemsl. f. hirta (F.Schmidt) H.Hara,自生,
7987,1,,373,シソ科,Lamiaceae/Labiatae,アツバタツナミソウ,Scutellaria tsusimensis H.Hara,自生,
7989,1,,373,シソ科,Lamiaceae/Labiatae,エゾナミキ,Scutellaria yezoensis Kudô,自生,
7997,1,,373,シソ科,Lamiaceae/Labiatae,イヌゴマ,Stachys riederi Cham. var. hispidula (Regel) H.Hara,自生,固有
7998,3,f,373,シソ科,Lamiaceae/Labiatae,ホソバイヌゴマ,Stachys riederi Cham. var. hispidula (Regel) H.Hara  f. angustifolia (Honda) H.Hara,自生,
7999,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナイヌゴマ,Stachys riederi Cham. var. hispidula (Regel) H.Hara  f. leucantha Hiyama,自生,
8000,1,,373,シソ科,Lamiaceae/Labiatae,ケナシイヌゴマ,Stachys riederi Cham. var. japonica (Miq.) H.Hara,自生,
8001,1,,373,シソ科,Lamiaceae/Labiatae,エゾイヌゴマ,Stachys riederi Cham. var. riederi,自生,
8003,1,,373,シソ科,Lamiaceae/Labiatae,ヤエヤマスズコウジュ,Suzukia luchuensis Kudô,自生,
8005,1,,373,シソ科,Lamiaceae/Labiatae,ニガクサ,Teucrium japonicum Houtt.,自生,
8006,1,,373,シソ科,Lamiaceae/Labiatae,テイネニガクサ,Teucrium teinense Kudô,自生,固有
8007,1,,373,シソ科,Lamiaceae/Labiatae,イヌニガクサ,Teucrium veronicoides Maxim. var. brachytrichum Ohwi,自生,固有
8008,1,,373,シソ科,Lamiaceae/Labiatae,エゾニガクサ,Teucrium veronicoides Maxim. var. veronicoides,自生,
8009,1,,373,シソ科,Lamiaceae/Labiatae,ツルニガクサ,Teucrium viscidum Blume var. miquelianum (Maxim.) H.Hara,自生,
8010,1,,373,シソ科,Lamiaceae/Labiatae,コニガクサ,Teucrium viscidum Blume var. viscidum,自生,
8011,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナイブキジャコウソウ,Thymus quinquecostatus Celak. f. albiflorus H.Hara,自生,
8012,3,f,373,シソ科,Lamiaceae/Labiatae,ハマジャコウソウ,Thymus quinquecostatus Čelak. f. maritimus H.Hara,自生,
8013,1,,373,シソ科,Lamiaceae/Labiatae,ヒメヒャクリコウ,Thymus quinquecostatus Celak. var. canescens (C.A.Mey.) H.Hara,自生,
8014,1,,373,シソ科,Lamiaceae/Labiatae,イブキジャコウソウ,Thymus quinquecostatus Celak. var. quinquecostatus,自生,
7657,1,,373,シソ科,Lamiaceae/Labiatae,カリガネソウ,Tripora divaricata (Maxim.) P.D.Cantino,自生,
7668,1,,373,シソ科,Lamiaceae/Labiatae,ヤエヤマハマゴウ,Vitex bicolor Willd.,自生,
7670,1,,373,シソ科,Lamiaceae/Labiatae,オオニンジンボク,Vitex quinata (Lour.) F.N.Williams,自生,
7671,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナハマゴウ,Vitex rotundifolia L.f. f. albescens Hiyama,自生,
7672,1,,373,シソ科,Lamiaceae/Labiatae,カワリバハマゴウ,Vitex rotundifolia L.f. f. heterophylla (Makino ex H.Hara) Kitam.,自生,
7673,3,f,373,シソ科,Lamiaceae/Labiatae,シロタエハマゴウ,Vitex rotundifolia L.f. f. leucostachya Ikoma,自生,
7674,3,f,373,シソ科,Lamiaceae/Labiatae,モモイロハマゴウ,Vitex rotundifolia L.f. f. rosea Satomi,自生,
7675,1,,373,シソ科,Lamiaceae/Labiatae,ハマゴウ,Vitex rotundifolia L.f. var. rotundifolia,自生,
7676,1,,373,シソ科,Lamiaceae/Labiatae,ミツバハマゴウ,Vitex trifolia L.,自生,
7677,1,,373,シソ科,Lamiaceae/Labiatae,イボタクサギ,Volkameria inermis L.,自生,
8274,1,,374,ハエドクソウ科,Phrymaceae,ミゾホオズキ,Erythranthe nepalensis (Benth.) G.L.Nesom,自生,
8275,1,,374,ハエドクソウ科,Phrymaceae,オオバミゾホオズキ,Erythranthe sessilifolia (Maxim.) G.L.Nesom,自生,
8244,1,,374,ハエドクソウ科,Phrymaceae,ヒメサギゴケ,Mazus goodenifolius (Hornem.) Pennell,自生,
8245,1,,374,ハエドクソウ科,Phrymaceae,サギゴケ,Mazus miquelii Makino,自生,
8246,3,f,374,ハエドクソウ科,Phrymaceae,シロバナサギゴケ,Mazus miquelii Makino f. albiflorus (Makino) Makino,自生,
8248,3,f,374,ハエドクソウ科,Phrymaceae,モモイロサギゴケ,Mazus miquelii Makino f. roseus (Honda) Nakai,自生,
8249,3,f,374,ハエドクソウ科,Phrymaceae,ヤマサギゴケ,Mazus miquelii Makino f. rotundifolius (Franch. et Sav.) T.Yamaz.,自生,固有
8250,1,,374,ハエドクソウ科,Phrymaceae,トキワハゼ,Mazus pumilus (Burm.f.) Steenis,自生,
8251,3,f,374,ハエドクソウ科,Phrymaceae,シロバナトキワハゼ,Mazus pumilus (Burm.f.) Steenis f. senanensis (Asai) Yonek.,自生,
8252,1,,374,ハエドクソウ科,Phrymaceae,カワセミソウ,Mazus quadriprotuberans N.Yonez.,自生,固有
7647,1,,374,ハエドクソウ科,Phrymaceae,ハエドクソウ,Phryma leptostachya L. subsp. asiatica (H.Hara) Kitam. var. asiatica,自生,
7648,1,,374,ハエドクソウ科,Phrymaceae,チャボハエドクソウ,Phryma leptostachya L. subsp. asiatica (H.Hara) Kitam. var. nana (Koidz.) H.Hara,自生,
7646,1,,374,ハエドクソウ科,Phrymaceae,ナガバハエドクソウ,Phryma leptostachya var. oblongifolia (Koidz.) Honda,自生,
8566,1,,376,ハマウツボ科,Orobanchaceae,ナンバンギセル,Aeginetia indica L. var. indica,自生,
8567,1,,376,ハマウツボ科,Orobanchaceae,ヒメナンバンギセル,Aeginetia indica L. var. sekimotoana (Makino) Makino,自生,固有
8568,1,,376,ハマウツボ科,Orobanchaceae,オオナンバンギセル,Aeginetia sinensis G.Beck,自生,
8569,3,f,376,ハマウツボ科,Orobanchaceae,シロバナオオナンバンギセル,Aeginetia sinensis G.Beck f. albiflora K.Asano,自生,
8570,1,,376,ハマウツボ科,Orobanchaceae,オニク,Boschniakia rossica (Cham. et Schltdl.) B.Fedtsch.,自生,
14000,3,,376,ハマウツボ科,Orobanchaceae,キバナオニク,Boschniakia rossica (Cham. et Schltdl.) B.Fedtsch. f. flavocorollata T. Sugaw.,自生,固有
8153,1,,376,ハマウツボ科,Orobanchaceae,ゴマクサ,Centranthera cochinchinensis (Lour.) Merr. subsp. lutea (H.Hara) T.Yamaz.,自生,固有
8154,3,f,376,ハマウツボ科,Orobanchaceae,シロバナゴマクサ,Centranthera cochinchinensis (Lour.) Merr. subsp. lutea (H.Hara) T.Yamaz. f. alba Hiyama,自生,
8171,1,,376,ハマウツボ科,Orobanchaceae,ハチジョウコゴメグサ,Euphrasia hachijoensis Nakai ex Furumi,自生,固有
8172,1,,376,ハマウツボ科,Orobanchaceae,イブキコゴメグサ,Euphrasia insignis Wettst. subsp. iinumae (Takeda) T.Yamaz.,自生,固有
8173,1,,376,ハマウツボ科,Orobanchaceae,イズコゴメグサ,Euphrasia insignis Wettst. subsp. iinumae (Takeda) T.Yamaz.  var. idzuensis (Takeda) T.Yamaz.,自生,固有
8174,1,,376,ハマウツボ科,Orobanchaceae,キュウシュウコゴメグサ,Euphrasia insignis Wettst. subsp. iinumae (Takeda) T.Yamaz.  var. kiusiana (Y.Kimura) T.Yamaz.,自生,固有
8175,1,,376,ハマウツボ科,Orobanchaceae,トサコゴメグサ,Euphrasia insignis Wettst. subsp. iinumae (Takeda) T.Yamaz.  var. makinoi (Takeda) T.Yamaz.,自生,固有
8176,1,,376,ハマウツボ科,Orobanchaceae,ダイセンコゴメグサ,Euphrasia insignis Wettst. subsp. insignis var. daisenensis (Y.Kimura) Murata,自生,
8177,1,,376,ハマウツボ科,Orobanchaceae,ミヤマコゴメグサ,Euphrasia insignis Wettst. subsp. insignis var. insignis,自生,固有
8178,1,,376,ハマウツボ科,Orobanchaceae,ホソバコゴメグサ,Euphrasia insignis Wettst. subsp. insignis var. japonica (Wettst.) Ohwi,自生,固有
8179,1,,376,ハマウツボ科,Orobanchaceae,マルバコゴメグサ,Euphrasia insignis Wettst. subsp. insignis var. nummularia (Nakai) T.Yamaz.,自生,固有
8180,1,,376,ハマウツボ科,Orobanchaceae,オオミコゴメグサ,Euphrasia insignis Wettst. subsp. insignis var. omiensis (Y.Kimura ex H.Hara) T.Yamaz.,自生,固有
8181,1,,376,ハマウツボ科,Orobanchaceae,マツラコゴメグサ,Euphrasia insignis Wettst. subsp. insignis var. pubigera (Koidz.) Murata,自生,固有
8182,1,,376,ハマウツボ科,Orobanchaceae,トガクシコゴメグサ,Euphrasia insignis Wettst. subsp. insignis var. togakusiensis (Y.Kimura) Y.Kimura ex H.Hara,自生,固有
8183,1,,376,ハマウツボ科,Orobanchaceae,コケコゴメグサ,Euphrasia kisoalpina Hid.Takah. et Ohba,自生,固有
8184,1,,376,ハマウツボ科,Orobanchaceae,ヒメコゴメグサ,Euphrasia matsumurae Nakai,自生,固有
8185,3,f,376,ハマウツボ科,Orobanchaceae,センナシヒメコゴメグサ,Euphrasia matsumurae Nakai f. eglandulosa T.Shimizu,自生,
8186,1,,376,ハマウツボ科,Orobanchaceae,ミチノクコゴメグサ,Euphrasia maximowiczii Wettst. var. arcuata F.Maek. ex T.Yamaz.,自生,固有
8187,1,,376,ハマウツボ科,Orobanchaceae,シライワコゴメグサ,Euphrasia maximowiczii Wettst. var. calcarea T.Yamaz.,自生,固有
8188,1,,376,ハマウツボ科,Orobanchaceae,タチコゴメグサ,Euphrasia maximowiczii Wettst. var. maximowiczii,自生,
8189,1,,376,ハマウツボ科,Orobanchaceae,エゾコゴメグサ,Euphrasia maximowiczii Wettst. var. yezoensis (H.Hara) H.Hara ex T.Yamaz.,自生,固有
8190,1,,376,ハマウツボ科,Orobanchaceae,ナヨナヨコゴメグサ,Euphrasia microphylla Koidz.,自生,固有
8193,1,,376,ハマウツボ科,Orobanchaceae,イナコゴメグサ,Euphrasia multifolia Wettst. var. inaensis Hid.Takah.,自生,固有
8194,1,,376,ハマウツボ科,Orobanchaceae,クモイコゴメグサ,Euphrasia multifolia Wettst. var. kirisimana Y.Kimura,自生,固有
8195,1,,376,ハマウツボ科,Orobanchaceae,ツクシコゴメグサ,Euphrasia multifolia Wettst. var. multifolia,自生,固有
8198,1,,376,ハマウツボ科,Orobanchaceae,エゾノダッタンコゴメグサ,Euphrasia pectinata Ten.  var. obtusiserrata (T.Yamaz.) T.Yamaz.,自生,
8202,1,,376,ハマウツボ科,Orobanchaceae,ヒナコゴメグサ,Euphrasia yabeana Nakai,自生,
8206,1,,376,ハマウツボ科,Orobanchaceae,ヤマウツボ,Lathraea japonica Miq. var. japonica,自生,
8207,1,,376,ハマウツボ科,Orobanchaceae,ケヤマウツボ,Lathraea japonica Miq. var. miqueliana (Franch. et Sav.) Ohwi,自生,固有
8208,3,f,376,ハマウツボ科,Orobanchaceae,シロケヤマウツボ,Lathraea japonica Miq. var. miqueliana (Franch. et Sav.) Ohwi f. alba Hid.Takah. et Katsuy.,自生,
8253,1,,376,ハマウツボ科,Orobanchaceae,タカネママコナ,Melampyrum laxum Miq. var. arcuatum (Nakai) Soó,自生,固有
8254,1,,376,ハマウツボ科,Orobanchaceae,シコクママコナ,Melampyrum laxum Miq. var. laxum,自生,固有
8255,3,f,376,ハマウツボ科,Orobanchaceae,ミヤジマママコナ,Melampyrum laxum Miq. var. laxum f. edentatum (Tuyama) T.Yamaz.,自生,
8256,3,f,376,ハマウツボ科,Orobanchaceae,シロバナシコクママコナ,Melampyrum laxum Miq. var. laxum f. leucanthum T.Yamaz.,自生,
8257,1,,376,ハマウツボ科,Orobanchaceae,ミヤマママコナ,Melampyrum laxum Miq. var. nikkoense Beauverd,自生,固有
8258,3,f,376,ハマウツボ科,Orobanchaceae,シロバナミヤマママコナ,Melampyrum laxum Miq. var. nikkoense Beauverd f. albiflorum H.Hara,自生,
8259,1,,376,ハマウツボ科,Orobanchaceae,ヤクシマママコナ,Melampyrum laxum Miq. var. yakusimense (Tuyama) Kitam.,自生,固有
8260,1,,376,ハマウツボ科,Orobanchaceae,オオママコナ,Melampyrum macranthum Murata,自生,固有
8261,1,,376,ハマウツボ科,Orobanchaceae,ママコナ,Melampyrum roseum Maxim. var. japonicum Franch. et Sav.,自生,
8262,3,f,376,ハマウツボ科,Orobanchaceae,シロバナママコナ,Melampyrum roseum Maxim. var. japonicum Franch. et Sav.  f. leucanthum Nakai,自生,
8263,1,,376,ハマウツボ科,Orobanchaceae,マルバママコナ,Melampyrum roseum Maxim. var. ovalifolium (Nakai) Nakai ex Beauverd,自生,
8264,3,f,376,ハマウツボ科,Orobanchaceae,シロバナマルバママコナ,Melampyrum roseum Maxim. var. ovalifolium (Nakai) Nakai ex Beauverd  f. albiflorum (Beauverd) Nakai,自生,
8265,1,,376,ハマウツボ科,Orobanchaceae,ツシマママコナ,Melampyrum roseum Maxim. var. roseum,自生,
8266,3,f,376,ハマウツボ科,Orobanchaceae,シロバナツシマママコナ,Melampyrum roseum Maxim. var. roseum f. albiflorum Nakai,自生,
8267,1,,376,ハマウツボ科,Orobanchaceae,ホソバママコナ,Melampyrum setaceum (Maxim. ex Palib.) Nakai,自生,
8268,1,,376,ハマウツボ科,Orobanchaceae,エゾママコナ,Melampyrum yezoense T.Yamaz.,自生,固有
8269,1,,376,ハマウツボ科,Orobanchaceae,スズメハコベ,Microcarpaea minima (K.D. Koenig ex Retz.) Merr.,自生,
8278,1,,376,ハマウツボ科,Orobanchaceae,ウスユキクチナシグサ,Monochasma savatieri Franch. ex Maxim.,自生,
8279,1,,376,ハマウツボ科,Orobanchaceae,クチナシグサ,Monochasma sheareri (S.Moore) Maxim.,自生,固有
8571,1,,376,ハマウツボ科,Orobanchaceae,シマウツボ,Orobanche boninsimae (Maxim.) Tuyama,自生,固有
8572,1,,376,ハマウツボ科,Orobanchaceae,ハマウツボ,Orobanche coerulescens Stephan ex Willd.,自生,
8573,3,f,376,ハマウツボ科,Orobanchaceae,シロバナハマウツボ,Orobanche coerulescens Stephan ex Willd. f. albiflora (Kuntze) H.Hara,自生,
8291,1,,376,ハマウツボ科,Orobanchaceae,ミヤマシオガマ,Pedicularis apodochila Maxim.,自生,
8292,3,f,376,ハマウツボ科,Orobanchaceae,シロバナミヤマシオガマ,Pedicularis apodochila Maxim. f. albiflora Ohba,自生,
8294,1,,376,ハマウツボ科,Orobanchaceae,エゾヨツバシオガマ,Pedicularis chamissonis Steven var. chamissonis,自生,
8295,3,f,376,ハマウツボ科,Orobanchaceae,シロバナエゾヨツバシオガマ,Pedicularis chamissonis Steven var. chamissonis f. albiflora Tatew. ex H.Hara,自生,
8296,1,,376,ハマウツボ科,Orobanchaceae,キタヨツバシオガマ,Pedicularis chamissonis Steven var. hokkaidoensis T.Shimizu,自生,
8297,1,,376,ハマウツボ科,Orobanchaceae,クチバシシオガマ,Pedicularis chamissonis Steven var. longirostrata T.Yamaz.,自生,固有
8298,1,,376,ハマウツボ科,Orobanchaceae,レブンシオガマ,Pedicularis chamissonis Steven var. rebunensis T.Yamaz.,自生,固有
8299,3,f,376,ハマウツボ科,Orobanchaceae,シロバナレブンシオガマ,Pedicularis chamissonis Steven var. rebunensis T.Yamaz. f. alba T.Yamaz.,自生,
8300,1,,376,ハマウツボ科,Orobanchaceae,ハンカイシオガマ,Pedicularis gloriosa Bisset et S.Moore,自生,固有
8301,3,f,376,ハマウツボ科,Orobanchaceae,シロバナノハンカイシオガマ,Pedicularis gloriosa Bisset et S.Moore f. albiflora Takeda,自生,
8302,1,,376,ハマウツボ科,Orobanchaceae,イワテシオガマ,Pedicularis iwatensis Ohwi,自生,固有
8303,1,,376,ハマウツボ科,Orobanchaceae,ヨツバシオガマ,Pedicularis japonica Miq.,自生,固有
8304,1,,376,ハマウツボ科,Orobanchaceae,セリバシオガマ,Pedicularis keiskei Franch. et Sav.,自生,固有
8305,1,,376,ハマウツボ科,Orobanchaceae,ベニシオガマ,Pedicularis koidzumiana Tatew. et Ohwi,自生,
8309,1,,376,ハマウツボ科,Orobanchaceae,オニシオガマ,Pedicularis nipponica Makino,自生,固有
8310,3,f,376,ハマウツボ科,Orobanchaceae,シロバナオニシオガマ,Pedicularis nipponica Makino f. alba M.Mizush. et Yokouchi,自生,
8311,1,,376,ハマウツボ科,Orobanchaceae,ヤクシマシオガマ,Pedicularis ochiaiana Makino,自生,固有
8312,1,,376,ハマウツボ科,Orobanchaceae,キバナシオガマ,Pedicularis oederi Vahl,自生,
8314,1,,376,ハマウツボ科,Orobanchaceae,ツクシシオガマ,Pedicularis refracta (Maxim.) Maxim.,自生,固有
8315,3,f,376,ハマウツボ科,Orobanchaceae,シロバナツクシシオガマ,Pedicularis refracta (Maxim.) Maxim. f. albiflora T.Watan. ex T.Yamaz.,自生,
8316,1,,376,ハマウツボ科,Orobanchaceae,シオガマギク,Pedicularis resupinata L. subsp. oppositifolia (Miq.) T.Yamaz.,自生,
8317,3,f,376,ハマウツボ科,Orobanchaceae,シロシオガマ,Pedicularis resupinata L. subsp. oppositifolia (Miq.) T.Yamaz.  f. albiflora (Honda) H.Hara,自生,
8318,1,,376,ハマウツボ科,Orobanchaceae,ミカワシオガマ,Pedicularis resupinata L. subsp. oppositifolia (Miq.) T.Yamaz.  var. microphylla Honda,自生,固有
8319,3,f,376,ハマウツボ科,Orobanchaceae,ウスベニシオガマ,Pedicularis resupinata L. subsp. oppositifolia (Miq.) T.Yamaz. f. alborosea Hiyama,自生,
8320,1,,376,ハマウツボ科,Orobanchaceae,シベリアシオガマ,Pedicularis resupinata L. subsp. resupinata,自生,
8321,1,,376,ハマウツボ科,Orobanchaceae,ビロードシオガマ,Pedicularis resupinata L. subsp. teucriifolia (M.Bieb. ex Steven) T.Yamaz.,自生,
8322,1,,376,ハマウツボ科,Orobanchaceae,トモエシオガマ,Pedicularis resupinata L. subsp. teucriifolia (M.Bieb. ex Steven) T.Yamaz.  var. caespitosa Koidz.,自生,固有
8324,1,,376,ハマウツボ科,Orobanchaceae,ネムロシオガマ,Pedicularis schistostegia Vvedensky,自生,
8325,3,f,376,ハマウツボ科,Orobanchaceae,カフカシオガマ,Pedicularis schistostegia Vvedensky f. rubriflora Ohba ex T.Yamaz.,自生,
8326,1,,376,ハマウツボ科,Orobanchaceae,ホザキシオガマ,Pedicularis spicata Pall.,自生,
8330,1,,376,ハマウツボ科,Orobanchaceae,タカネシオガマ,Pedicularis verticillata L.,自生,
8331,3,f,376,ハマウツボ科,Orobanchaceae,シロバナタカネシオガマ,Pedicularis verticillata L. f. albiflora Makino,自生,
8332,1,,376,ハマウツボ科,Orobanchaceae,ビロードエゾシオガマ,Pedicularis yezoensis Maxim. var. pubescens H.Hara,自生,固有
8333,1,,376,ハマウツボ科,Orobanchaceae,エゾシオガマ,Pedicularis yezoensis Maxim. var. yezoensis,自生,
8576,1,,376,ハマウツボ科,Orobanchaceae,キヨスミウツボ,Phacellanthus tubiflorus Siebold et Zucc.,自生,
8342,1,,376,ハマウツボ科,Orobanchaceae,コシオガマ,Phtheirospermum japonicum (Thunb.) Kanitz,自生,
8343,3,f,376,ハマウツボ科,Orobanchaceae,シロバナコシオガマ,Phtheirospermum japonicum (Thunb.) Kanitz f. albiflorum (Honda) H.Hara,自生,
8348,1,,376,ハマウツボ科,Orobanchaceae,センリゴマ,Rehmannia japonica (Thunb.) Makino ex T.Yamaz.,自生,
8363,1,,376,ハマウツボ科,Orobanchaceae,ヒキヨモギ,Siphonostegia chinensis Benth. ex Hook. et Arn.,自生,
8364,1,,376,ハマウツボ科,Orobanchaceae,オオヒキヨモギ,Siphonostegia laeta S.Moore,自生,
8581,1,,377,タヌキモ科,Lentibulariaceae,コウシンソウ,Pinguicula ramosa Miyoshi,自生,固有
8582,3,f,377,タヌキモ科,Lentibulariaceae,シロバナコウシンソウ,Pinguicula ramosa Miyoshi f. albiflora Komiya et C.Shibata,自生,
8584,1,,377,タヌキモ科,Lentibulariaceae,イイタカムシトリスミレ,Pinguicula vulgaris L. var. floribunda S.Watan. et A.Takeda,自生,固有
8585,1,,377,タヌキモ科,Lentibulariaceae,ムシトリスミレ,Pinguicula vulgaris L. var. macroceras (Pall. ex Link) Herder,自生,
8586,3,f,377,タヌキモ科,Lentibulariaceae,シロバナムシトリスミレ,Pinguicula vulgaris L. var. macroceras (Pall. ex Link) Herder f. albiflora Komiya,自生,
8587,1,,377,タヌキモ科,Lentibulariaceae,ノタヌキモ,Utricularia aurea Lour.,自生,
8588,3,f,377,タヌキモ科,Lentibulariaceae,モンナシノタヌキモ,Utricularia aurea Lour. f. immaculata Tamura,自生,
8589,1,,377,タヌキモ科,Lentibulariaceae,イヌタヌキモ,Utricularia australis R.Br.,自生,
8590,1,,377,タヌキモ科,Lentibulariaceae,ミミカキグサ,Utricularia bifida L.,自生,
