ID,カテゴリ,雑種・品種,科番号APG,APG番号::科和名APG,APG番号::科学名APG,和名,採用学名,自生,固有
7614,1,,373,シソ科,Lamiaceae/Labiatae,ウラジロコムラサキ,Callicarpa parvifolia Hook. et Arn.,自生,固有
7615,1,,373,シソ科,Lamiaceae/Labiatae,ホソバムラサキ,Callicarpa pilosissima Maxim.,自生,
7617,1,,373,シソ科,Lamiaceae/Labiatae,トサムラサキ,Callicarpa shikokiana Makino,自生,固有
7618,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナトサムラサキ,Callicarpa shikokiana Makino f. albiflora S.Toyama,自生,
7619,1,,373,シソ科,Lamiaceae/Labiatae,オオバシマムラサキ,Callicarpa subpubescens Hook. et Arn.,自生,固有
7620,4,h,373,シソ科,Lamiaceae/Labiatae,イヌムラサキシキブ,Callicarpa x shirasawana Makino,自生,
7621,4,h,373,シソ科,Lamiaceae/Labiatae,オオバムラサキ,Callicarpa x tosaensis Makino,自生,
7622,1,,373,シソ科,Lamiaceae/Labiatae,ダンギク,Caryopteris incana (Houtt.) Miq.,自生,
7623,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナダンギク,Caryopteris incana (Houtt.) Miq. f. candida (C.K.Schneid.) H.Hara,自生,
7624,3,f,373,シソ科,Lamiaceae/Labiatae,モモイロダンギク,Caryopteris incana (Houtt.) Miq. f. rosea Sugim.,自生,
7722,1,,373,シソ科,Lamiaceae/Labiatae,タニジャコウソウ,Chelonopsis longipes Makino,自生,固有
7723,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナタニジャコウソウ,Chelonopsis longipes Makino f. albiflora Honda,自生,
7724,1,,373,シソ科,Lamiaceae/Labiatae,ジャコウソウ,Chelonopsis moschata Miq.,自生,固有
7725,1,,373,シソ科,Lamiaceae/Labiatae,アシタカジャコウソウ,Chelonopsis yagiharana Hisauti et Matsuno,自生,固有
7626,1,,373,シソ科,Lamiaceae/Labiatae,シマクサギ,"Clerodendrum izuinsulare K.Inoue, M.Haseg. et S.Kobay.",自生,
7631,3,f,373,シソ科,Lamiaceae/Labiatae,シロミクサギ,Clerodendrum trichotomum Thunb. f. albicarpum Satomi,自生,
7632,3,f,373,シソ科,Lamiaceae/Labiatae,ビロードクサギ,Clerodendrum trichotomum Thunb. f. ferrugineum (Nakai) Ohwi,自生,
7633,1,,373,シソ科,Lamiaceae/Labiatae,ショウロウクサギ,Clerodendrum trichotomum Thunb. var. esculentum Makino,自生,
7635,1,,373,シソ科,Lamiaceae/Labiatae,クサギ,Clerodendrum trichotomum Thunb. var. trichotomum,自生,
7634,1,,373,シソ科,Lamiaceae/Labiatae,アマクサギ,Clerodendrum trichotomum Thunb. var. yakusimense (Nakai) Ohwi,自生,
7726,1,,373,シソ科,Lamiaceae/Labiatae,オキナワクルマバナ,Clinopodium chinense (Benth.) Kuntze subsp. chinense,自生,
7727,1,,373,シソ科,Lamiaceae/Labiatae,アオミヤマトウバナ,Clinopodium chinense (Benth.) Kuntze subsp. glabrescens (Nakai) H.Hara,自生,
7729,1,,373,シソ科,Lamiaceae/Labiatae,クルマバナ,Clinopodium chinense (Benth.) Kuntze subsp. grandiflorum (Maxim.) H.Hara var. parviflorum (Kudo) H.Hara,自生,
7730,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナクルマバナ,Clinopodium chinense (Benth.) Kuntze subsp. grandiflorum (Maxim.) H.Hara var. parviflorum (Kudo) H.Hara f. albiflorum H.Hara,自生,
7731,3,f,373,シソ科,Lamiaceae/Labiatae,ニッコウクルマバナ,Clinopodium chinense (Benth.) Kuntze subsp. grandiflorum (Maxim.) H.Hara var. parviflorum (Kudô) H.Hara f. setilobum H.Hara,自生,
7732,1,,373,シソ科,Lamiaceae/Labiatae,ヤマクルマバナ,Clinopodium chinense (Benth.) Kuntze subsp. grandiflorum (Maxim.) H.Hara var. shibetchense (H.Lév.) Koidz.,自生,
7733,1,,373,シソ科,Lamiaceae/Labiatae,トウバナ,Clinopodium gracile (Benth.) Kuntze,自生,
7735,1,,373,シソ科,Lamiaceae/Labiatae,ヒロハヤマトウバナ,Clinopodium latifolium (H.Hara) T.Yamaz. et Murata,自生,固有
7736,1,,373,シソ科,Lamiaceae/Labiatae,ミヤマクルマバナ,Clinopodium macranthum (Makino) H.Hara,自生,固有
7737,1,,373,シソ科,Lamiaceae/Labiatae,イヌトウバナ,Clinopodium micranthum (Regel) H.Hara var. micranthum,自生,固有
7738,1,,373,シソ科,Lamiaceae/Labiatae,ミヤマトウバナ,Clinopodium micranthum (Regel) H.Hara var. sachalinense (F.Schmidt) T.Yamaz. et Murata,自生,
7739,1,,373,シソ科,Lamiaceae/Labiatae,ヤマトウバナ,Clinopodium multicaule (Maxim.) Kuntze var. multicaule,自生,
7740,1,,373,シソ科,Lamiaceae/Labiatae,コケトウバナ,Clinopodium multicaule (Maxim.) Kuntze var. yakusimense (Masam.) Yahara,自生,固有
7741,1,,373,シソ科,Lamiaceae/Labiatae,ケサヤバナ,Coleus formosanus Hayata,自生,
7742,1,,373,シソ科,Lamiaceae/Labiatae,シモバシラ,Collinsonia japonica (Miq.) Harley,自生,固有
7743,1,,373,シソ科,Lamiaceae/Labiatae,テンニンソウ,Comanthosphace japonica (Miq.) S.Moore,自生,固有
7744,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナテンニンソウ,Comanthosphace japonica (Miq.) S.Moore f. albiflora (Honda) Yonek. comb.nud.,自生,
7745,3,f,373,シソ科,Lamiaceae/Labiatae,フジテンニンソウ,Comanthosphace japonica (Miq.) S.Moore f. barbinervia (Miq.) Koidz.,自生,
7746,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナミカエリソウ,Comanthosphace stellipila (Miq.) S.Moore f. albiflora Yatoh,自生,
7747,1,,373,シソ科,Lamiaceae/Labiatae,オオマルバノテンニンソウ,Comanthosphace stellipila (Miq.) S.Moore var. radicans (Honda) Yonek. comb.nud.,自生,固有
7748,1,,373,シソ科,Lamiaceae/Labiatae,ミカエリソウ,Comanthosphace stellipila (Miq.) S.Moore var. stellipila,自生,固有
7749,1,,373,シソ科,Lamiaceae/Labiatae,ムシャリンドウ,Dracocephalum argunense Fisch. ex Link,自生,
7750,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナムシャリンドウ,Dracocephalum argunense Fisch. ex Link f. album T.B.Lee,自生,
7753,1,,373,シソ科,Lamiaceae/Labiatae,ナギナタコウジュ,Elsholtzia ciliata (Thunb.) Hyl.,自生,
7754,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナナギナタコウジュ,Elsholtzia ciliata (Thunb.) Hyl. f. leucantha (Nakai) T.B.Lee ex W.T.Lee,自生,
7755,1,,373,シソ科,Lamiaceae/Labiatae,フトボナギナタコウジュ,Elsholtzia nipponica Ohwi,自生,固有
7757,1,,373,シソ科,Lamiaceae/Labiatae,ニシキコウジュ,Elsholtzia splendens Nakai ex F.Maek.,自生,
7758,1,,373,シソ科,Lamiaceae/Labiatae,チシマオドリコソウ,Galeopsis bifida Boenn.,自生,
7760,1,,373,シソ科,Lamiaceae/Labiatae,カキドオシ,Glechoma grandis (A.Gray) Kuprian.,自生,
7761,3,f,373,シソ科,Lamiaceae/Labiatae,フイリカキドオシ,Glechoma hederacea L. subsp. grandis (A.Gray) H.Hara f. albovariegata H.Hara,自生,
7762,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナカキドオシ,Glechoma hederacea L. subsp. grandis (A.Gray) H.Hara f. nivea Hiyama,自生,
7770,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナセキヤノアキチョウジ,Isodon effusus (Maxim.) H.Hara  f. leucanthus (Honda) H.Hara,自生,
7771,1,,373,シソ科,Lamiaceae/Labiatae,ヤマハッカ,Isodon inflexus (Thunb.) Kudô ,自生,固有
7772,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナヤマハッカ,Isodon inflexus (Thunb.) Kudô f. leucanthus (Nakai) H.Hara,自生,
7773,3,f,373,シソ科,Lamiaceae/Labiatae,メヤマハッカ,Isodon inflexus (Thunb.) Kudô f. subglaber (Makino) H.Hara,自生,
7774,4,h,373,シソ科,Lamiaceae/Labiatae,コシジヤマハッカ,Isodon inflexus x I. umbrosus var. excisinflexus,自生,
7775,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナヒキオコシ,Isodon japonicus (Burm.f.) H.Hara f. albidus (Honda) H.Hara,自生,
7776,3,f,373,シソ科,Lamiaceae/Labiatae,シロヒキオコシ,Isodon japonicus (Burm.f.) H.Hara f. albiflorus (Honda) H.Hara,自生,
7778,1,,373,シソ科,Lamiaceae/Labiatae,ヒキオコシ,Isodon japonicus (Burm.f.) H.Hara var. japonicus,自生,
7779,1,,373,シソ科,Lamiaceae/Labiatae,アキチョウジ,Isodon longitubus (Miq.) Kudo,自生,固有
7780,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナノアキチョウジ,Isodon longitubus (Miq.) Kudo  f. albiflorus (Makino) H.Hara,自生,
7782,1,,373,シソ科,Lamiaceae/Labiatae,タカクマヒキオコシ,Isodon shikokianus (Makino) H.Hara var. intermedius (Kudô) Murata,自生,固有
7783,1,,373,シソ科,Lamiaceae/Labiatae,サンインヒキオコシ,Isodon shikokianus (Makino) H.Hara var. occidentalis Murata,自生,固有
7784,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナサンインヒキオコシ,Isodon shikokianus (Makino) H.Hara var. occidentalis Murata f. albiflorus Murata,自生,
7785,1,,373,シソ科,Lamiaceae/Labiatae,ミヤマヒキオコシ,Isodon shikokianus (Makino) H.Hara var. shikokianus,自生,固有
7786,1,,373,シソ科,Lamiaceae/Labiatae,クロバナヒキオコシ,Isodon trichocarpus (Maxim.) Kudô,自生,固有
7787,3,f,373,シソ科,Lamiaceae/Labiatae,アカバナヒキオコシ,Isodon trichocarpus (Maxim.) Kudo f. crythranthus Ikegami,自生,
7788,3,f,373,シソ科,Lamiaceae/Labiatae,ノハラヒキオコシ,Isodon trichocarpus (Maxim.) Kudo f. leucanthus Okuyama,自生,
7789,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナノイヌヤマハッカ,Isodon umbrosus (Maxim.) H.Hara f. albiflorus Tuyama,自生,
7790,3,f,373,シソ科,Lamiaceae/Labiatae,メイヌヤマハッカ,Isodon umbrosus (Maxim.) H.Hara f. glabricalyx Sugim.,自生,
7791,1,,373,シソ科,Lamiaceae/Labiatae,タイリンヤマハッカ,Isodon umbrosus (Maxim.) H.Hara var. excisinflexus (Nakai) K.Asano,自生,固有
7792,1,,373,シソ科,Lamiaceae/Labiatae,ハクサンカメバヒキオコシ,Isodon umbrosus (Maxim.) H.Hara var. hakusanensis (Kudô) K.Asano,自生,固有
7793,1,,373,シソ科,Lamiaceae/Labiatae,コウシンヤマハッカ,Isodon umbrosus (Maxim.) H.Hara var. latifolius Okuyama,自生,固有
7794,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナコウシンヤマハッカ,Isodon umbrosus (Maxim.) H.Hara var. latifolius Okuyama f. albescens (Okuyama) Okuyama ex K.Asano,自生,
7795,3,f,373,シソ科,Lamiaceae/Labiatae,カメバヒキオコシ,Isodon umbrosus (Maxim.) H.Hara var. leucanthus (Murai) K.Asano f. kameba (Okuyama ex Ohwi) K.Asano,自生,固有
7796,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナカメバヒキオコシ,Isodon umbrosus (Maxim.) H.Hara var. leucanthus (Murai) K.Asano f. leucanthus (Murai) K.Asano,自生,
7797,1,,373,シソ科,Lamiaceae/Labiatae,イヌヤマハッカ,Isodon umbrosus (Maxim.) H.Hara var. umbrosus,自生,固有
7769,4,h,373,シソ科,Lamiaceae/Labiatae,ミチノクヒキオコシ,"Isodon x akitaensis Fujiw., Yu. Abe & Y. Matsuda",自生,固有
7798,4,h,373,シソ科,Lamiaceae/Labiatae,ヤマアキチョウジ,Isodon x arakii Murata,自生,固有
7799,4,h,373,シソ科,Lamiaceae/Labiatae,セキヤノヒキオコシ,Isodon x inamii Murata,自生,
7800,4,h,373,シソ科,Lamiaceae/Labiatae,クロバナアキチョウジ,Isodon x kurobana-akichoji Murata,自生,
7801,4,h,373,シソ科,Lamiaceae/Labiatae,クロバナサンインヒキオコシ,Isodon x kurobana-saninhikiokoshi Murata,自生,
7802,4,h,373,シソ科,Lamiaceae/Labiatae,クロバナヤマハッカ,Isodon x ohwii Okuyama,自生,固有
7803,4,h,373,シソ科,Lamiaceae/Labiatae,カメバヤマハッカ,Isodon x suzukii Okuyama,自生,
7804,4,h,373,シソ科,Lamiaceae/Labiatae,タカクマアキチョウジ,Isodon x takakuma-akichoji Murata,自生,
7805,4,h,373,シソ科,Lamiaceae/Labiatae,コシジヒキオコシ,Isodon x togashii Okuyama,自生,固有
7809,1,,373,シソ科,Lamiaceae/Labiatae,キタダケオドリコソウ,Lamium album L. var. kitadakense N.Yonez.,自生,
7810,1,,373,シソ科,Lamiaceae/Labiatae,ホトケノザ,Lamium amplexicaule L.,自生,
7811,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナホトケノザ,Lamium amplexicaule L. f. albiflorum D.M.Moore,自生,
7808,1,,373,シソ科,Lamiaceae/Labiatae,オドリコソウ,Lamium barbatum Siebold et Zucc.,自生,
7817,1,,373,シソ科,Lamiaceae/Labiatae,メハジキ,Leonurus japonicus Houtt.,自生,
7818,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナメハジキ,Leonurus japonicus Houtt. f. niveus (Baran. et Skvortsov) H.Hara,自生,
7819,1,,373,シソ科,Lamiaceae/Labiatae,キセワタ,Leonurus macranthus Maxim.,自生,
7820,1,,373,シソ科,Lamiaceae/Labiatae,ヤンバルツルハッカ,Leucas chinensis (Retz.) R.Br.,自生,
7821,3,f,373,シソ科,Lamiaceae/Labiatae,リュウキュウクルマバナ,Leucas chinensis (Retz.) R.Br. f. riukiuensis (Ohwi) T.Yamaz.,自生,
7822,1,,373,シソ科,Lamiaceae/Labiatae,マネキグサ,Loxocalyx ambiguus (Makino) Makino,自生,固有
7823,1,,373,シソ科,Lamiaceae/Labiatae,キレハマネキグサ,Loxocalyx ambiguus (Makino) Makino var. laciniatus H.Hara,自生,固有
7824,1,,373,シソ科,Lamiaceae/Labiatae,コシロネ,Lycopus cavaleriei H.Lév.,自生,
7825,1,,373,シソ科,Lamiaceae/Labiatae,シロネ,Lycopus lucidus Turcz. ex Benth.,自生,
7826,3,f,373,シソ科,Lamiaceae/Labiatae,ケシロネ,Lycopus lucidus Turcz. ex Benth. f. hirtus (Regel) Kitag.,自生,
7827,1,,373,シソ科,Lamiaceae/Labiatae,ヒメシロネ,Lycopus maackianus (Maxim. ex Herder) Makino,自生,
7828,1,,373,シソ科,Lamiaceae/Labiatae,エゾシロネ,Lycopus uniflorus Michx.,自生,
13966,1,,373,シソ科,Lamiaceae/Labiatae,オオヒメキセワタ,Matsumurella chinensis (Benth.) Bendiksby,自生,
7830,1,,373,シソ科,Lamiaceae/Labiatae,ヒメキセワタ,Matsumurella tuberifera (Makino) Makino,自生,
7831,1,,373,シソ科,Lamiaceae/Labiatae,オチフジ,Meehania montis-koyae Ohwi,自生,固有
7832,1,,373,シソ科,Lamiaceae/Labiatae,ラショウモンカズラ,Meehania urticifolia (Miq.) Makino,自生,固有
7833,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナラショウモンカズラ,Meehania urticifolia (Miq.) Makino f. leucantha H.Hara,自生,
7834,3,f,373,シソ科,Lamiaceae/Labiatae,モモイロラショウモンカズラ,Meehania urticifolia (Miq.) Makino f. rosea J.Ohara,自生,
7839,1,,373,シソ科,Lamiaceae/Labiatae,ハッカ,Mentha canadensis L.,自生,
7840,1,,373,シソ科,Lamiaceae/Labiatae,ヒメハッカ,Mentha japonica (Miq.) Makino,自生,固有
7841,3,f,373,シソ科,Lamiaceae/Labiatae,ハイヒメハッカ,Mentha japonica (Miq.) Makino f. prostrata Sugim.,自生,
7852,1,,373,シソ科,Lamiaceae/Labiatae,ホソバヤマジソ,Mosla chinensis Maxim.,自生,
7853,1,,373,シソ科,Lamiaceae/Labiatae,ヒメジソ,Mosla dianthera (Buch.-Ham. ex Roxb.) Maxim.,自生,
7854,1,,373,シソ科,Lamiaceae/Labiatae,シラゲヒメジソ,Mosla hirta (H.Hara) H.Hara,自生,
7855,1,,373,シソ科,Lamiaceae/Labiatae,ヤマジソ,Mosla japonica (Benth. ex Oliv.) Maxim. var .japonica,自生,
7856,1,,373,シソ科,Lamiaceae/Labiatae,オオヤマジソ,Mosla japonica (Benth. ex Oliv.) Maxim. var. hadae (Nakai) Kitam.,自生,
7857,1,,373,シソ科,Lamiaceae/Labiatae,タンナヤマジソ,Mosla japonica (Benth. ex Oliv.) Maxim. var. robusta (Nakai) Ohwi,自生,
7858,1,,373,シソ科,Lamiaceae/Labiatae,シロバナヤマジソ,Mosla japonica (Benth. ex Oliv.) Maxim. var. thymolifera (Makino) Kitam.,自生,
7859,1,,373,シソ科,Lamiaceae/Labiatae,イヌコウジュ,Mosla scabra (Thunb.) C.Y.Wu et H.W.Li,自生,
7862,1,,373,シソ科,Lamiaceae/Labiatae,ミソガワソウ,Nepeta subsessilis Maxim.,自生,固有
7863,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナエゾミソガワソウ,Nepeta subsessilis Maxim. f. albiflora Tatew.,自生,
7872,1,,373,シソ科,Lamiaceae/Labiatae,レモンエゴマ,Perilla citriodora (Makino) Nakai,自生,固有
7880,1,,373,シソ科,Lamiaceae/Labiatae,トラノオジソ,Perilla hirtella Nakai,自生,
7881,1,,373,シソ科,Lamiaceae/Labiatae,セトエゴマ,Perilla setoyensis G.Honda,自生,
7882,1,,373,シソ科,Lamiaceae/Labiatae,スズコウジュ,Perillula reptans Maxim.,自生,固有
7890,1,,373,シソ科,Lamiaceae/Labiatae,ミズネコノオ,Pogostemon stellatus (Lour.) Kuntze,自生,
7891,1,,373,シソ科,Lamiaceae/Labiatae,ミズトラノオ,Pogostemon yatabeanus (Makino) Press,自生,
7651,1,,373,シソ科,Lamiaceae/Labiatae,ハマクサギ,Premna microphylla Turcz.,自生,
7652,1,,373,シソ科,Lamiaceae/Labiatae,ルソンハマクサギ,Premna nauseosa Blanco,自生,
7653,1,,373,シソ科,Lamiaceae/Labiatae,タイワンウオクサギ,Premna serratifolia L.,自生,
7892,1,,373,シソ科,Lamiaceae/Labiatae,タテヤマウツボグサ,Prunella prunelliformis (Maxim.) Makino,自生,固有
7893,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナタテヤマウツボ,Prunella prunelliformis (Maxim.) Makino f. albiflora M.Mizush.,自生,
7894,3,f,373,シソ科,Lamiaceae/Labiatae,ウスイロハクサンウツボ,Prunella prunelliformis (Maxim.) Makino f. lilacina (Nakai) Honda,自生,
7895,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナウツボグサ,"Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara f. leucocephala K.Ohashi, H.Ohashi et Yonek.",自生,
7896,3,f,373,シソ科,Lamiaceae/Labiatae,ベニバナウツボグサ,Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara f. lilacina (Nakai) Yonek.,自生,
7897,1,,373,シソ科,Lamiaceae/Labiatae,ミヤマウツボグサ,Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara var. aleutica Fernald,自生,
7898,1,,373,シソ科,Lamiaceae/Labiatae,ウツボグサ,Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara var. asiatica,自生,
7899,1,,373,シソ科,Lamiaceae/Labiatae,タイワンウツボグサ,Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara var. taiwaniana S.S.Ying,自生,
7903,1,,373,シソ科,Lamiaceae/Labiatae,テリハナツノタムラソウ,"Salvia akiensis A.Takano, Sera et Kurosaki",自生,固有
7906,3,f,373,シソ科,Lamiaceae/Labiatae,オオアキギリ,Salvia glabrescens (Franch. et Sav.) Makino f. robusta (Koidz.) Murata,自生,
7907,1,,373,シソ科,Lamiaceae/Labiatae,アキギリ,Salvia glabrescens (Franch. et Sav.) Makino var. glabrescens,自生,固有
7908,1,,373,シソ科,Lamiaceae/Labiatae,シボリミヤマアキギリ,Salvia glabrescens (Franch. et Sav.) Makino var. purpureomaculata (Makino) K.Inoue,自生,
7909,1,,373,シソ科,Lamiaceae/Labiatae,ハイコトジソウ,Salvia glabrescens (Franch. et Sav.) Makino var. repens (Koidz.) Kurosaki,自生,
7911,1,,373,シソ科,Lamiaceae/Labiatae,シマジタムラソウ,Salvia isensis Nakai ex H.Hara,自生,固有
7912,1,,373,シソ科,Lamiaceae/Labiatae,アキノタムラソウ,Salvia japonica Thunb.,自生,
7913,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナアキノタムラソウ,Salvia japonica Thunb. f. albiflora Hiyama,自生,
7914,3,f,373,シソ科,Lamiaceae/Labiatae,ケブカアキノタムラソウ,Salvia japonica Thunb. f. lanuginosa (Franch.) E.Peter,自生,
7915,3,f,373,シソ科,Lamiaceae/Labiatae,イヌタムラソウ,Salvia japonica Thunb. f. polakioides (Honda) T.Yamaz.,自生,
7916,1,,373,シソ科,Lamiaceae/Labiatae,シナノアキギリ,Salvia koyamae Makino,自生,固有
7917,1,,373,シソ科,Lamiaceae/Labiatae,ミヤマタムラソウ,Salvia lutescens (Koidz.) Koidz. var. crenata (Makino) Murata,自生,固有
7918,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナミヤマタムラソウ,Salvia lutescens (Koidz.) Koidz. var. crenata (Makino) Murata  f. leucantha Murata,自生,
7919,1,,373,シソ科,Lamiaceae/Labiatae,ナツノタムラソウ,Salvia lutescens (Koidz.) Koidz. var. intermedia (Makino) Murata,自生,固有
7920,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナナツノタムラソウ,Salvia lutescens (Koidz.) Koidz. var. intermedia (Makino) Murata f. albiflora Murata,自生,
7921,1,,373,シソ科,Lamiaceae/Labiatae,ウスギナツノタムラソウ,Salvia lutescens (Koidz.) Koidz. var. lutescens,自生,固有
13987,1,,373,シソ科,Lamiaceae/Labiatae,ニシノタムラソウ,Salvia lutescens (Koidz.) Koidz. var. occidentalis A.Takano,自生,固有
7922,1,,373,シソ科,Lamiaceae/Labiatae,ダンドタムラソウ,Salvia lutescens (Koidz.) Koidz. var. stolonifera G.Nakai,自生,固有
7924,1,,373,シソ科,Lamiaceae/Labiatae,キソキバナアキギリ,Salvia nipponica Miq. var. kisoensis K.Imai,自生,
7925,1,,373,シソ科,Lamiaceae/Labiatae,キバナアキギリ,Salvia nipponica Miq. var. nipponica,自生,固有
7926,1,,373,シソ科,Lamiaceae/Labiatae,ミツデコトジソウ,Salvia nipponica Miq. var. trisecta (Matsum. ex Kudô) Honda,自生,固有
7928,1,,373,シソ科,Lamiaceae/Labiatae,タジマタムラソウ,Salvia omerocalyx Hayata var. omerocalyx,自生,固有
7929,1,,373,シソ科,Lamiaceae/Labiatae,ハイタムラソウ,Salvia omerocalyx Hayata var. prostrata Satake,自生,固有
7931,1,,373,シソ科,Lamiaceae/Labiatae,ミゾコウジュ,Salvia plebeia R.Br.,自生,
7932,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナミゾコウジュ,Salvia plebeia R.Br. f. leucantha Kawas.,自生,
7934,1,,373,シソ科,Lamiaceae/Labiatae,ヒメタムラソウ,Salvia pygmaea Matsum. var. pygmaea,自生,固有
7935,1,,373,シソ科,Lamiaceae/Labiatae,アマミタムラソウ,Salvia pygmaea Matsum. var. simplicior Hatus. ex T.Yamaz.,自生,固有
7936,1,,373,シソ科,Lamiaceae/Labiatae,ハルノタムラソウ,Salvia ranzaniana Makino,自生,固有
7942,4,h,373,シソ科,Lamiaceae/Labiatae,サクキバナアキギリ,Salvia x sakuensis Naruh. et Hihara,自生,
7943,1,,373,シソ科,Lamiaceae/Labiatae,ヤマジノタツナミソウ,Scutellaria amabilis H.Hara,自生,固有
7945,1,,373,シソ科,Lamiaceae/Labiatae,オカタツナミソウ,Scutellaria brachyspica Nakai et H.Hara,自生,固有
7946,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナオカタツナミソウ,Scutellaria brachyspica Nakai et H.Hara f. albiflora Hayashi et Kobayasi,自生,
7947,1,,373,シソ科,Lamiaceae/Labiatae,ヒメナミキ,Scutellaria dependens Maxim.,自生,
7948,1,,373,シソ科,Lamiaceae/Labiatae,コナミキ,Scutellaria guilielmii A.Gray,自生,
7949,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナタツナミソウ,Scutellaria indica L. f. amagiensis Sugim.,自生,
7950,1,,373,シソ科,Lamiaceae/Labiatae,タツナミソウ,Scutellaria indica L. var. indica,自生,
7951,1,,373,シソ科,Lamiaceae/Labiatae,コバノタツナミ,Scutellaria indica L. var. parvifolia (Makino) Makino,自生,固有
7952,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナコバノタツナミ,Scutellaria indica L. var. parvifolia (Makino) Makino  f. alba (H.Hara) H.Hara ex Murata et T.Yamaz.,自生,
7953,3,f,373,シソ科,Lamiaceae/Labiatae,ウスベニコバノタツナミ,Scutellaria indica L. var. parvifolia (Makino) Makino  f. lilacina (H.Hara) H.Hara ex Murata et T.Yamaz.,自生,
7954,1,,373,シソ科,Lamiaceae/Labiatae,ホクリクタツナミソウ,Scutellaria indica L. var. satokoae Wakasugi et Naruh.,自生,
7956,1,,373,シソ科,Lamiaceae/Labiatae,ハナタツナミソウ,Scutellaria iyoensis Nakai,自生,固有
7957,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナハナタツナミソウ,Scutellaria iyoensis Nakai f. albiflora Honda,自生,
7958,1,,373,シソ科,Lamiaceae/Labiatae,ヒメタツナミソウ,Scutellaria kikai-insularis Hatus. ex T.Yamaz.,自生,固有
7959,1,,373,シソ科,Lamiaceae/Labiatae,ツクシタツナミソウ,Scutellaria kiusiana H.Hara,自生,固有
7960,3,f,373,シソ科,Lamiaceae/Labiatae,シロバナツクシタツナミ,Scutellaria kiusiana H.Hara f. albiflora H.Hara,自生,
7961,1,,373,シソ科,Lamiaceae/Labiatae,ヤクシマシソバタツナミ,Scutellaria kuromidakensis (Yahara) T.Yamaz.,自生,固有
7962,1,,373,シソ科,Lamiaceae/Labiatae,トウゴクシソバタツナミ,Scutellaria laeteviolacea Koidz. var. abbreviata (H.Hara) H.Hara,自生,固有
7963,3,f,373,シソ科,Lamiaceae/Labiatae,アオシソバタツナミ,Scutellaria laeteviolacea Koidz. var. abbreviata (H.Hara) H.Hara f. concolor Honda,自生,
7964,1,,373,シソ科,Lamiaceae/Labiatae,イガタツナミ,Scutellaria laeteviolacea Koidz. var. kurokawae (H.Hara) H.Hara,自生,固有
7965,1,,373,シソ科,Lamiaceae/Labiatae,シソバタツナミ,Scutellaria laeteviolacea Koidz. var. laeteviolacea,自生,固有
7966,1,,373,シソ科,Lamiaceae/Labiatae,ホナガタツナミソウ,Scutellaria laeteviolacea Koidz. var. maekawae (H.Hara) H.Hara,自生,固有
7967,1,,373,シソ科,Lamiaceae/Labiatae,ムニンタツナミソウ,Scutellaria longituba Koidz.,自生,
7969,1,,373,シソ科,Lamiaceae/Labiatae,デワノタツナミソウ,Scutellaria muramatsui H.Hara,自生,固有
7971,1,,373,シソ科,Lamiaceae/Labiatae,ヤマタツナミソウ,Scutellaria pekinensis Maxim. var. transitra (Makino) H.Hara,自生,
7972,1,,373,シソ科,Lamiaceae/Labiatae,エゾタツナミソウ,Scutellaria pekinensis Maxim. var. ussuriensis (Regel) Hand.-Mazz.,自生,
7975,1,,373,シソ科,Lamiaceae/Labiatae,アマミタツナミソウ,Scutellaria rubropunctata Hayata var. naseana T.Yamaz.,自生,
